Disc,journal,title,vol,year,,issue,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,X
5,Journal of Teaching in International Business,Commissioned Projects in Business Education,12,2001,,3,1--20,NA,NA,http://dx.doi.org/10.1300/J066v12n03{\_}01,educator many countries propose commissioned project bridge gap world traditional lectures nevertheless experience using commissioned project hong kong well documented redress imbalance reports lessons experience gained implementation commissioned project conducted commercial firms extensive evaluations found commissioned project integrated overall course structure supports sponsor firms need sought,"Shi, Yi-Zheng; Siu, Wai-Sum",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Shi, Yi-Zheng","Siu, Wai-Sum",-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,1,20,
5,Journal of Teaching in International Business,Conflict Management Training in China,12,2001,,2,53--75,NA,NA,http://dx.doi.org/10.1300/J066v12n02{\_}05,summary conflict needed china resolve frustrations solve problem manage change theory cooperative competitive conflict potential guide conflict training china theory help managers employees understand make conflicts productive learn cooperative conflict skills direct expression feelings elaboration ideas emphatic understanding opposing perspectives creating alternative solutions accepting new resolutions experiments show chinese values social face persuasion nonverbal communication appropriately expressed promote cooperative constructive conflict field studies indicate cooperative conflict contributes successful teamwork quality service leadership chinese organizational studies challenge western stereotypes china conflict negative autocratic cooperative conflict individuality freedom expression much contribute group life organizational productivity,"Tjosvold, Dean; Ding, Daniel",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Tjosvold, Dean","Ding, Daniel",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,53,75,
5,Journal of Teaching in International Business,International Management,12,2001,,1,79--92,NA,NA,http://dx.doi.org/10.1300/J066v12n01{\_}05,international course presents variety unique challenges one daunting challenges capture essence global decision environment diverse far flung operations must function one achieve firm overall strategic objectives introduces strategic planning modeling team interacting team conduct comprehensive strategic selected multinational company byproduct dynamic process single integrated written specifies optimal strategic firm maximize shareholder value global basis,"Waldron, Darryl G",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Waldron, Darryl G",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,79,92,
5,Journal of Teaching in International Business,Anthropology and International Business Research Methods in DBA Teaching,12,2001,,2,7--22,NA,NA,http://dx.doi.org/10.1300/J066v12n02{\_}02,summary rationale introducing theory anthropology international ibrm element doctor administration course explained three frameworks ibrm course first cultural awareness modeling adapted morgan idea paradigmatic orthodoxy getting way embracing new perspectives second key organizing principles kops third mapping modeling allow researchers chart cultural position position judged respondents set cultural dimensions deemed central context demonstrate mapping modeling,"Whiteley, Alma",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Whiteley, Alma",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,7,22,
5,Journal of Teaching in International Business,The Challenge of Teaching Human Resource Management in China,12,2001,,2,77--89,NA,NA,http://dx.doi.org/10.1300/J066v12n02{\_}06,summary discusses role context continuing economic reforms occurring time people republic china whilst need areas within prc ensure particular attention paid unique needs state owned foreign invested enterprises argued one way incorporate various influences multiple perspectives particular role appropriateness content likely influenced unique histories two sectors well broader cultural influences common,"Zhang, Shiquan; Wood, Elliot; Whiteley, Alma",15,29,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Zhang, Shiquan","Wood, Elliot","Whiteley, Alma",-x-,-x-,-x-,-x-,-x-,-x-,3,77,89,
5,Journal of Teaching in International Business,Undergraduate Business Education in the People's Republic of China,12,2001,,4,15--28,NA,NA,http://dx.doi.org/10.1300/J066v12n04{\_}02,adaptation market economy people republic china transforming economy market driven focus key aspect conversion elimination state owned enterprises mass program enterprise managers change examined curriculum internationalization modeling examines needs perceived potential employers school graduates conclusions depth interviews held around shanghai part city school new york shanghai school cooperative program,"Zimmerman, Alan; Fey, Richard",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Zimmerman, Alan","Fey, Richard",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,15,28,
5,Journal of Teaching in International Business,The Use of Cases in Teaching Business Courses in Central and Eastern Europe and the United States,13,2002,,42433,41--55,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}04,extent methodology course central eastern europe cee united states differ discusses reasons differences utilizing available literature author experiences course cee fulbright scholar program also presents framework developing delivering course objective maximizing,"Bramorski, Tom",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Bramorski, Tom",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,41,55,
5,Journal of Teaching in International Business,Simulating Economic Development in Transformation Economies,13,2002,,42433,23--39,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}03,game described help understand impact various strategies government intervention dynamic free market processes stimulating economic development game simulates three developing economies within economies represents independent economic entity able contribute labor consume goods acquire wealth game played periods one representing cycle production consumption one economy free act independently collaborate invest save money innovate produce conventional products two activities constrained government regulations simulating contrasting strategies import substitution export promotion end evaluated according wealth create three simulated economies experiential evidence basis discussing relative merits unfettered free enterprise import substitution export promotion contrasting strategies economic development,"Cannon, Hugh M; Yaprak, Attila; Mokra, Irene",15,31,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cannon, Hugh M","Yaprak, Attila","Mokra, Irene",-x-,-x-,-x-,-x-,-x-,-x-,3,23,39,
5,Journal of Teaching in International Business,Study Abroad Programs and American Student Worldmindedness,13,2001,,1,55--66,NA,NA,http://dx.doi.org/10.1300/J066v13n01{\_}04,author surveyed participating abroad program saps increase exposure different cultural contexts measures worldmindedness extent individuals value global perspectives various issues hypothesized participation sap cultural difference point origin sap location will positive impact development worldmindedness results support hypotheses offer insight preparing culturally diverse workplace,"Douglas, Ceasar; Jones-Rikkers, Catherine G",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Douglas, Ceasar","Jones-Rikkers, Catherine G",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,55,66,
5,Journal of Teaching in International Business,Teaching a U.S. Graduate Economics Course Abroad,13,2001,,1,41--54,NA,NA,http://dx.doi.org/10.1300/J066v13n01{\_}03,essay experience american professor graduate economic course french school special emphasis placed three areas differences communications academics culture awareness differences impact course conduct possible solutions may useful educator interested participating similar international program,"Festervand, Troy A; Kyle, Reuben",19,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Festervand, Troy A","Kyle, Reuben",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,41,54,
5,Journal of Teaching in International Business,Cross-Cultural Case Discussions in International Business,13,2001,,1,67--86,NA,NA,http://dx.doi.org/10.1300/J066v13n01{\_}05,focuses leadership expatriate lecturers two sections english medium international course hong kong well reviewing videotapes transcripts field notes discussions interviews held leadership sampling better understand cross cultural situation using typology questions adapted christensen long sato lecturers questions responses panda furniture swatch discussions coded analyzed suggest certain strategies leadership encourage active participation nails stick second language discussions involving large number asian,"Jackson, Jane",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Jackson, Jane",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,67,86,
5,Journal of Teaching in International Business,Orienting Curricula and Teaching to Produce International Managers for Global Competition,13,2001,,1,1--22,NA,NA,http://dx.doi.org/10.1300/J066v13n01{\_}01,businesses confront increasing international challenges need developing managers understand effectively meet demands global marketplace becomes critical responsibility developing international managers tomorrow may lie different sectors economy suggest school special role inculcating appropriate global mindset knowledge base skills two frameworks proposed different levels international perspective discussed hope final level global perspective ultimate mission school future,"Kedia, Ben L; Harveston, Paula D; Bhagat, Rabi S",13,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Kedia, Ben L","Harveston, Paula D","Bhagat, Rabi S",-x-,-x-,-x-,-x-,-x-,-x-,2,1,22,
5,Journal of Teaching in International Business,The Role of Networking in the Creation of Local Management Knowledge,13,2002,,42433,115--132,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}08,analyses role networking creation local knowledge republic moldova outset sketches economic political context eastern european country recently gained independence soviet union highlights importance accorded reforming successful transition market economy four modeling reforming outlined suggested networking modeling viable moldavian context accounted involvement moldavian international institute imi author proceed discuss aims objectives first indigenous mba programme developed institute obstacles macro micro level arduous task imi emerged successfully task due networking adopted construction local knowledge entrepreneurship orientation helped imi proactively engage local international partnerships businesses government bodies universities charitable foundations process facilitated creation network whose long term survival central role reforming moldova unquestionable,"Kelemen, Mihaela; Pearson, Gordon; Forrester, Paul; Hassard, John; Railean, Valentin; Hincu, Rodica",17,34,51,66,85,-9,#N/A,#N/A,#N/A,"Kelemen, Mihaela","Pearson, Gordon","Forrester, Paul","Hassard, John","Railean, Valentin","Hincu, Rodica",-x-,-x-,-x-,4,115,132,
5,Journal of Teaching in International Business,MBA Studies in the Czech Republic,13,2002,,42433,133--156,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}09,survey mba program czech republic presented author share first hand experience gained one mba program conclusion presented end summarizes views developing trends mba program czech republic present mba program offered seven institutions czech republic three mba studies american type four european british type one distance type,"Kerkovsky, Miloslav; Janicek, Ladislav; Drdla, Milos",20,39,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Kerkovsky, Miloslav","Janicek, Ladislav","Drdla, Milos",-x-,-x-,-x-,-x-,-x-,-x-,4,133,156,
5,Journal of Teaching in International Business,The Role of Economics in the Management Curriculum,13,2002,,42433,5--21,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}02,economic transition central eastern european countries provides unique opportunity observe evolution economies planned system market oriented decentralized system aside bounty economic policy issues raised transition fundamental adjustment involves design future managers economies particular role economic subject core transition curriculum using mba curriculum focus discusses rationale including economic program various curric ular modeling particular relevance subject transition environment,"Marks, Denton",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Marks, Denton",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,5,21,
5,Journal of Teaching in International Business,Companies as Business Laboratories,13,2002,,42433,99--114,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}07,shows program school level organized underlying philosophy program will employed smaller companies feature specialization job tasks resource poverty self employment must different larger companies part gain managerial experience studies within program described entrepreneurship small owners managers train help academicians solve problem program unites academicians managers entrepreneurship pursuit objective small training,"Rebernik, Miroslav",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rebernik, Miroslav",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,99,114,
5,Journal of Teaching in International Business,A Comparison of Teaching Management Information Systems in Two State-Funded Universities,13,2001,,1,23--39,NA,NA,http://dx.doi.org/10.1300/J066v13n01{\_}02,many articles written experiences china americans westerners articles suffer obsolescence degree rapid changes taking place china written americans chinese majoring english liberal arts analyzes english highly technical course information system chinese accounting analyzes information system highly technical course english chinese accounting majors comparative situations course china czinkota ronkainen moffett elements culture,"Rosecky, Richard B; Li, Yongfang",19,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rosecky, Richard B","Li, Yongfang",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,23,39,
5,Journal of Teaching in International Business,The Collapse of Barings Bank,13,2002,,2,99--110,NA,NA,http://dx.doi.org/10.1300/J066v13n02{\_}06,types international discussed journal international businessinclude living learner generated documentary assesses archival reconstructed entirely publicly available documents collapse barings bank presents excellent example archival sketches brief outline facts reviews extant archival material pertaining barings affair archival material includes three web sites four books even video dramatizing concludes suggestions integrating international course,"Rudin, Joel P",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rudin, Joel P",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,99,110,
5,Journal of Teaching in International Business,The Power of e-Learning in International Business Education,13,2002,,2,55--71,NA,NA,http://dx.doi.org/10.1300/J066v13n02{\_}04,advent knowledge society imposing changes process one development knowledge society learningwhere teachers meet virtuallearning spaces experience compared traditional lecture learningapproach pedagogy copenhagen school suggests problem oriented dialogue may hold substantial potential international innovative described detail,"Smith, David E; Duus, Henrik Johannsen",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Smith, David E","Duus, Henrik Johannsen",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,55,71,
5,Journal of Teaching in International Business,Developing New Managers After Privatization,13,2002,,2,29--54,NA,NA,http://dx.doi.org/10.1300/J066v13n02{\_}03,privatization economic reform significantly altered polish economy offered opportunities even area one imports within new economy development mba program investigates content context process developing mba polish economy analyzes development curriculum content five educational institutions successfully implemented comprehensive mba program,"Spillan, John E; Ziemnowicz, Christopher",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Spillan, John E","Ziemnowicz, Christopher",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,29,54,
5,Journal of Teaching in International Business,Export Odyssey,13,2002,,2,73--97,NA,NA,http://dx.doi.org/10.1300/J066v13n02{\_}05,export odyssey structured internet intensive team undergraduate project international marketing described analytical review articles literature relate three key dimensions project presented possible career opportunities exporting trained persons explored,"Williamson, Nicholas C",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Williamson, Nicholas C",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,73,97,
5,Journal of Teaching in International Business,International Business Education,13,2002,,2,7--27,NA,NA,http://dx.doi.org/10.1300/J066v13n02{\_}02,objective exploratory better understand emerging themes international perspective leading scholars seven major topical areas uncovered relative importance three levels knowledge development examined awareness understanding competency significant differences found respect importance factors three levels knowledge development sufficient increase awareness general knowledge international trade institutions suggest awareness understanding necessary technology issues political economy environment finally expected informed three levels knowledge development respect cross cultural issues international ethics managing global operations,"Yeoh, Poh-Lin",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Yeoh, Poh-Lin",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,7,27,
5,Journal of Teaching in International Business,Learning Styles,13,2002,,42433,77--97,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}06,describe assessment instrument college professors identify strategies well help become aware strategies motivation styles two different sections economic course marshall school huntington west virginia auckland institute technology ait auckland new zealand determined via vark instrument information generated instrument informs general cognitive motivational characteristics information turn course planning achievement college improved providing instruction manner consistent style vark instrument educator countries central eastern europe stimulus reflection change,"Zapalska, Alina M; Dabb, Helen",18,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Zapalska, Alina M","Dabb, Helen",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,77,97,
5,Journal of Teaching in International Business,Collaborative Learning Instrument in Teaching Entrepreneurship Issues,13,2002,,42433,57--76,NA,NA,http://dx.doi.org/10.1300/J066v13n03{\_}05,due shortcomings associated largely passive experience currently experienced school level central eastern europe active promoted educationalists entrepreneurship contributes literature outlining collaborative instrument involving active entrepreneurship school level central eastern europe instrument illustrates role entrepreneurship proprietorship well established market economy post communist economies central eastern europe include following firstly recognition emerging small sectors post communist economies much potential vehicle economic growth developing capitalist forms economic production secondly understanding entrepreneurship behavior essential element development small sector thirdly ability identify traits common successful entrepreneurship fourthly will develop practice variety entrepreneurship skills may make aware potential entrepreneurship,"Zapalska, Alina M; Perry, Geoff",18,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Zapalska, Alina M","Perry, Geoff",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,57,76,
5,Journal of Teaching in International Business,The Domains of Undergraduate International Business and International Management Courses in Accredited Schools of Business,14,2003,,4,79--95,NA,NA,http://dx.doi.org/10.1300/J066v14n04{\_}05,compared undergraduate international international course syllabi departments accredited school comparisons revealed considerable overlap topic areas two course indicate need greater domain clarity differentiation objectives topic areas covered textbooks domain clarification lead truthful representation two course better training disciplinary grounding course appropriate hosting course school departments enhanced skill sets among course finally clear domain definitions necessary reliability validity international,"Adams, Janet S; Veliyath, Rajaram",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Adams, Janet S","Veliyath, Rajaram",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,79,95,
5,Journal of Teaching in International Business,Using Internet Resources in Teaching Financial Reporting and Analysis of Multinational Enterprises,14,2003,,42403,115--131,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}08,increase number type sources corporate financial information internet years number corporations web pages post corporate financial information increasing addition many government regulatory agencies also posting corporate financial information furthermore third party sites post corporate financial information years software developed process developed gather analyze monitor information available internet accomplish tasks behalf users sources corporate financial information internet illustrate resources international specifically financial reporting multinational enterprises point advantages limitations resources,"Agami, Abdel M",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Agami, Abdel M",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,115,131,
5,Journal of Teaching in International Business,Experiential Learning in International Business via the World Wide Web,14,2003,,42403,79--98,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}06,implementation internet experiential project within international setting summarizes perceptions attitudes towards assignment project shown increase international skills abilities reported assignment difficult mildly enjoyable discusses trends relates assignment enhance,"Alon, Ilan",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Alon, Ilan",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,79,98,
5,Journal of Teaching in International Business,International Human Resource Management Education,14,2002,,1,33--43,NA,NA,http://dx.doi.org/10.1300/J066v14n01{\_}03,interest international human resource ihrm increased significantly past decade however many current mid career professionals may lack formal training increasingly area order determine degree international training current human resource managers possess midwestern human resource professional association surveyed respondents asked training interest international hrm results survey recommendations expanding coverage topic credit non credit course offered lastly faculty options personal growth area provided,"Barclay, Lizabeth A; Wagner-Marsh, Fraya; Loewe, G Michael",20,41,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Barclay, Lizabeth A","Wagner-Marsh, Fraya","Loewe, G Michael",-x-,-x-,-x-,-x-,-x-,-x-,3,33,43,
5,Journal of Teaching in International Business,Using Information Technology to Promote Multi-Cultural Case Teaching,14,2003,,42403,13--27,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}02,studies component international course however studies suffers temporal spatial limitations frequently limitation confined single cultural perspective development new forms computer mediated communication email chat rooms threaded computer conferences etc offers new possibilities overcome constraints synchronous time communication via chat rooms desktop video conferences may include participants remote locations otherwise unable attend sessions non simultaneous asynchronous communication via mail threaded conferences complement traditional discussions extend environment beyond assigned meeting times new communication possibilities enable different countries zones participate discussions enrich cultural dimension discussions presents framework classify different strategies improving computer mediated communications enriching discussions integration different cultural perspectives,"Benbunan-Fich, Raquel; Stoever, William A",22,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Benbunan-Fich, Raquel","Stoever, William A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,13,27,
5,Journal of Teaching in International Business,Attitudinal Change and Critical Pedagogy,14,2002,,1,65--81,NA,NA,http://dx.doi.org/10.1300/J066v14n01{\_}05,revisit worldviews encounter discomforting ideas valuable device administered exercise democracies diplomatic relations global upper division course documents reactions different worldviews found accepting provocative propositions post instruction exercise given end course pre instruction exercise administered beginning course conclude exposure different worldviews fundamental activity international studies course expands perceptual horizons cognitive affective awareness,"Burkhart, Ross E; Limaye, Mohan R",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Burkhart, Ross E","Limaye, Mohan R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,65,81,
5,Journal of Teaching in International Business,Transforming Educational and Business Practices in Belarus,14,2003,,42403,41--66,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}04,bryant college collaborative distance cld program belarus promote collaboration across diverse cultural political philosophical boundaries cld program assist newly independent states nis meeting political social economic challenges associated transition centralized administrative command economytoa democratic diversified society cost collaborative distance project help address problem limited educational resources prepare faculty undergraduates entrepreneurship ngo leadership better understanding role civic responsibility foundation western practices ongoing internet bryant college cld program including educational institutions facilities firms focuses non hierarchical modeling emphasizing reciprocal interactive problem solving components include web course international virtual roundtable discussions via mail seminars skills web design internet protocol video conferencing belarus faculty exchange training project internship program aimed providing hands experience ngo leadership project demonstrates internet collaborative transcend cultural language barriers advance development environment supportive entrepreneurship spirit,"Langlois, Gaytha A; Litoff, Judy Barrett; Ilacqua, Joseph A",19,41,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Langlois, Gaytha A","Litoff, Judy Barrett","Ilacqua, Joseph A",-x-,-x-,-x-,-x-,-x-,-x-,3,41,66,
5,Journal of Teaching in International Business,Preparing the Human Capital for the New Millennium Using Information Technology,14,2003,,42403,67--78,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}05,information technology transforming economy breathtaking speed effect technology global practices profound pervasive trends changing shaping global economic landscape new millennium developments major knowledge skills required success information age must prepared challenges opportunities trends represents therefore new knowledge economy demands changes modeling global experiences respective universities changing way also well altering way universities,"Malhotra, Rashmi; Malhotra, D K",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Malhotra, Rashmi","Malhotra, D K",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,67,78,
5,Journal of Teaching in International Business,Differences in the Effectiveness of Internationalization of Undergraduate Business Education in Achieving Job Placement Success,14,2002,,1,7--32,NA,NA,http://dx.doi.org/10.1300/J066v14n01{\_}02,results survey curriculum internationalization aacsb member colleges universities although internationalization now pervasive one internationalization emerged attempt profile differences undergraduate international program success program placement internationally related jobs upon graduation find school good placement success poor placement success largely agree elements needed internationalize curriculum although elements disagreement remain program poor placement internationalized degree institutions better placement,"Manuel, Timothy A; Shooshtari, Nader H; Fleming, Maureen J",18,39,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Manuel, Timothy A","Shooshtari, Nader H","Fleming, Maureen J",-x-,-x-,-x-,-x-,-x-,-x-,2,7,32,
5,Journal of Teaching in International Business,Teaching Business Strategy for an Emerging Economy,14,2003,,42403,99--114,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}07,internet simulation emerging economy presented described crucial ingredient strategic course dealing emerging economies development course took place three separate experiments conducted regarding key ingredients necessary course strategies emerging economy simulation coupled today dominant strategic paradigm resource view appears yield course design attracts emphasizing actual substance crucial course,"Miller, Van V",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Miller, Van V",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,99,114,
5,Journal of Teaching in International Business,Adapting to the Online Teaching Environment,14,2003,,42403,133--145,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}09,proposes literature short stories folktales etc may valuable tool helping adapt online environment particularly developing experiential exercises compatible either synchronous asynchronous online addition literature help become better international managers builds skills valued curriculum experts future employers including communication skills team building skills contextual understanding cultural diversity issues includes example folk tale stone soup develop introductory exercise international,"Rusinko, Cathy A",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rusinko, Cathy A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,133,145,
5,Journal of Teaching in International Business,Developing an International and Technology-Driven Business School Program,14,2002,,1,83--100,NA,NA,http://dx.doi.org/10.1300/J066v14n01{\_}06,academics practitioners alike voiced concerns continuously improve quality school two central issues received attention address rapidly changing increasingly global economy infuse technology school curriculum issues changing break neck speed whereas environment nature structure struggling meet demands ata much slower pace attempt offer solutions major issues developing action plan international technology one key factor developing global technological program school input stakeholders international technological community report results investigation international technological community perceptions skills require school graduates total organizational insights school develop action plans address international technological needs provides initial avenue school follow strategic planning future,"Smith, Rachel; Bush, Victoria; Bush, Alan",14,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Smith, Rachel","Bush, Victoria","Bush, Alan",-x-,-x-,-x-,-x-,-x-,-x-,3,83,100,
5,Journal of Teaching in International Business,An Analysis of Individual and Institutional Contributors to the Journal of Teaching in International Business,14,2003,,4,5--20,NA,NA,http://dx.doi.org/10.1300/J066v14n04{\_}02,traces development journal international jtib terms contributors published field international articles published first twelve volumes jtib reported results evaluative information including contributor author extent collaboration author attributes institutional sources geographic origins published jtib concludes within relatively brief span time jtib developed respected outlet refereed international evidenced substantial majority contributing author affiliated quality institutions accredited aacsb,"Urbancic, Frank R",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Urbancic, Frank R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,5,20,
5,Journal of Teaching in International Business,Using the Multiple Intelligences Theory in International Business,14,2002,,1,45--63,NA,NA,http://dx.doi.org/10.1300/J066v14n01{\_}04,provides overview theories focusing multiple intelligences theory shows benefits personalizing using multiple intelligences international presents results take online multiple intelligences inventory provides implementing multiple intelligences theory lists strategies appropriate international,"Vincent, Annette; Ross, Dianne; Williams, Al",17,31,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Vincent, Annette","Ross, Dianne","Williams, Al",-x-,-x-,-x-,-x-,-x-,-x-,3,45,63,
5,Journal of Teaching in International Business,"The Identification of Funding Options, Problems and Issues Associated with Sino-Foreign University Alliances",14,2003,,4,21--59,NA,NA,http://dx.doi.org/10.1300/J066v14n04{\_}03,many chinese universities various forms alliances foreign universities undertake development delivery course china participate exchange activities collaborate project engage consulting program now quite common alliances offer complete undergraduate postgraduate foreign sourced degree program china key issue facing alliances fund identifies range funding sources options strategies undertaken sino foreign school alliances include accessing funds chinese state private companies charging average fees course associated program undertaking exchange program generate income delivering course program range locations china offering core range subjects variety modes meet needs number client group focussing development delivery world educational program capable capturing elite end chinese market key conclusion alliances tended make sometimes complex variety options one option able completely fund alliance program problem issues faced alliance respondents also discussed included complexity developing maintaining connections relationships variety funding bodies china difficulty balancing various needs sensitivities bodies competition lack information range possible funding agencies bodies china difficulty balancing delivery world educational program expensive amount income usually generated activities china notes alliances adopt range funding strategies possible adequately fund range activities including high quality degree postgraduate program china,"Willis, Mike",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Willis, Mike",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,21,59,
5,Journal of Teaching in International Business,Internationalizing the Assessment Criteria to Build Cross-Cultural Competency,14,2003,,4,61--78,NA,NA,http://dx.doi.org/10.1300/J066v14n04{\_}04,international program universities international educator seek internationalize need make informed decision testing assessment criteria infusion american curricula throughout world well need train american leadership roles global contexts calls assessment practices explore plurality cognitive affective behavioral pedagogical strategies considers traditional assessment china light american educational practices currently assessment training explores understanding modern confucianist values shape assessment choices american overseas program example developing cross cultural awareness author call assessment process draws plurality adapted testing global awareness,"Witte, Anne E; Sequeira, Isabelle; Fonteyne, Charlotte",14,34,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Witte, Anne E","Sequeira, Isabelle","Fonteyne, Charlotte",-x-,-x-,-x-,-x-,-x-,-x-,3,61,78,
5,Journal of Teaching in International Business,Digital Technology in Teaching International Business,14,2003,,42403,29--40,NA,NA,http://dx.doi.org/10.1300/J066v14n02{\_}03,enter brave new world interactive digital technology teachers international confronted problem opportunities associated integrating new medium subject area inherently geographically dispersed extends traditional marketing tradeoffs richness depth knowledge reach geographic area coverage emerging technology mediated industry specifically evaluates effect international believe interactive particularly applies team building problem solving multicultural environment will prove valuable next generation leadership begins emerge institutions,"Wymbs, Cliff; Kijne, Hugo",13,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Wymbs, Cliff","Kijne, Hugo",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,29,40,
