Disc,journal,title,year,vol,num,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,
4,Journal of Economics and Finance Education,Professor Gump ' s Dilemma : A Classroom Exercise in Game Theory,2006,5,1,8--13,,,,"Consider the dilemma of a professor who has handed back an exam to his students, but has forgotten to record their grades ‰ÛÒ can he develop a scheme that will provide each student the incentive to report his grade truthfully? This situation is used as an in-class exercise which develops the students' understanding of a Nash equilibrium and of how to use game theory to solve interesting everyday problems. Introduction","Balaban, Rita A; Yost, Jeffrey A",16,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Balaban, Rita A","Yost, Jeffrey A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,8,13,
4,Journal of Economics and Finance Education,Teaching in Public Choice Courses How Direct Democracy Can Influence Voting Behavior,2006,5,2,26--32,,,,"This study seeks to expand the scope of that portion of Public Choice courses that involves voting behavior. The study broadens the interpretation of the ‰ÛÏrational voter model‰Ûù so as to include the potential effects of ‰ÛÏdirect democracy‰Ûù on the voter participation rate. Direct democracy is assumed here to take three forms: statewide initiatives, statewide popular referenda, and statewide legislative referenda. This study presents the hypothesis that greater numbers of such initiatives and/or referenda may increase voter turnout because they may elevate the expected gross (and hence net) benefits of voting by empowering voters, despite any accompanying information costs that may tend to elevate the expected gross costs of voting. The empirical evidence to address the net overall effect of these forms of direct democracy on voter turnout is provided.","Cebula, Richard J; Lawson, Luther D",18,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cebula, Richard J","Lawson, Luther D",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,26,32,
4,Journal of Economics and Finance Education,Production of Investment Newsletters in Investments Courses,2006,5,2,1--6,,,,"The production of an investment newsletter by students in an investments course can provide an integrated and comprehensive learning experience that offers numerous educational benefits. The experience allows students to apply concepts and principles taught in the course to real world companies and situations, and to simultaneously enhance research, writing, computing, and critical thinking skills.","Cox, Don R; Goff, Delbert C",11,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cox, Don R","Goff, Delbert C",-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,1,6,
4,Journal of Economics and Finance Education,The Effect of Instructional Technologies on the Finance Classroom,2005,5,2,33--42,,,,"Using a survey technique, we evaluate the effect of PowerPoint, online lecture notes, financial calculators, and machine readable forms (MRF) on students' assessment of the quality of instruction, perceived knowledge level, satisfaction, post-course interest in the subject, and average grade in introductory Finance courses. We also examine these opinions on a relative basis by comparing the responses of Finance majors versus non-Finance majors. The results suggest that certain technologies are received better than others and, further, that the perceived quality of instructional techniques is largely contingent on the student's choice of major.","Dolvin, Steven; Morgan, J Michael; Pyles, Mark",15,34,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Dolvin, Steven","Morgan, J Michael","Pyles, Mark",-x-,-x-,-x-,-x-,-x-,-x-,3,33,42,
4,Journal of Economics and Finance Education,An Overview of the 2005 Bankruptcy Reform Act : A Teaching Supplement,2006,5,1,38--46,,,,This research provides an academic tool for filling a potential gap in education related to the importance of bankruptcy for small business owners' financial decisions. We develop a teaching supplement that provides a critical and comprehensive analysis of the 2005 Bankruptcy Reform Act's effect on business owners' risk taking decisions. The supplement also provides empirical statistics on the bankruptcy outcomes for small businesses and unincorporated entrepreneurs. Renewed attention to this area should enable educators to increase students' awareness of the rapid changes and provide a practical application for the theoretical concepts within financial economics,"Evans, Jocelyn; Delaurell, Roxane",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Evans, Jocelyn","Delaurell, Roxane",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,38,46,
4,Journal of Economics and Finance Education,Teaching methods and assessment techniques used for the introductory level undergraduate finance courses in British and Irish universities,2010,5,1,,,,http://kar.kent.ac.uk/9652/,"This study reports the results of a survey of teaching methods and assessment techniques for introductory level undergraduate finance courses in British and Irish universities and compares them with the results reported in similar studies conducted in the US and Canada. The survey results show that the most popular teaching methods in the UK and Ireland are the ‰Û÷Instructor Overhead Projector Lecture' and ‰Û÷Instructor Computer PowerPoint Lecture', whereas the ‰Û÷Writing-on-the-Board Lecture' was the most common teaching method in the US and Canada. We find, as in the US and Canada, that textbook reading is the most commonly used (non-assessed) out-of-class assignment and in-class exams taken by individual students are the primary tool for determining a student's overall grade","Iqbal, a.; Farooqi, N.; Saunders, K.",10,23,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Iqbal, a.","Farooqi, N.","Saunders, K.",-x-,-x-,-x-,-x-,-x-,-x-,#N/A,0,-x-,
4,Journal of Economics and Finance Education,Price Discrimination in College Tuition: An Empirical Case Study,2006,5,1,,,,,"This paper looks empirically at the financial aid award practices at a small, Midwestern, private university. By awarding more financial aid, colleges and universities effectively price discriminate; that is, they charge some students more than others. The results indicate that students with better high school records and test scores and with more financial need are given more aid. Nonwhite students also receive considerably higher aid. While these results can not be generalized, this analysis should be easy to replicate at other colleges","Lawson, Robert a; Zerkle, Ann",17,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Lawson, Robert a","Zerkle, Ann",-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,0,-x-,
4,Journal of Economics and Finance Education,Textbook Treatment of the Constant Growth Valuation Model: An Assessment of Congruence with Reality,2006,5,2,1--9,,,file://localhost/Users/christian/Documents/Papers/2006/Unknown/Stretcher2006Textbook Treatment of the Constant{\_}{\_}1-9.pdf,"It would be difficult for any informed financial market observer to overlook the fact that market prices often exhibit substantial, and sometimes extreme, deviation from perceived ‰Û÷fundamental values.' During some periods, this deviation appears to be more extreme than in others. Anecdotally, it seems that even staunch believers in investing according to fundamental information have strayed from that strategy in preference for riding the market's momentum. In this paper, we revisit models to approximate fundamental value, and compare these fundamental values to market values. We test for differences using CRSP and Compustat data from 1962 to 2002 for different industry classes of stocks. Of particular interest to the study is the magnitude of deviation and behavioral differences by industry classification.","Stretcher, Rh; Berg, Md",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Stretcher, Rh","Berg, Md",-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,1,9,
4,Journal of Economics and Finance Education,Extending the Pedagogical Attention Given Elasticity of Demand in Marketing,2006,5,1,14--25,,,,"Historically elasticity of demand thinking has been primarily applied to the marketing mix variable of price. However, the concept can also lend meaningful insights into the administration of the other marketing mix and environmental variables in a context of causality. There exists a rich body of literature exploring the more extensive uses of elasticity of demand. However, basic marketing texts, and presumably introductory classes, typically do not feature the wider applications of the tool. This paper explores some of the pedagogical reasons for broadening the treatment of this tool.","Timmerman, John E; Stewart, Jonathan D",18,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Timmerman, John E","Stewart, Jonathan D",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,14,25,
4,Journal of Economics and Finance Education,A Pedagogical Comparison Between the use of Instructor-Led In-Class Cases and Student-Led Out-of-Class Cases,2007,6,2,1--9,,,file://localhost/Users/christian/Documents/Papers/2008/Unknown/Adams2008A Pedagogical Comparison Between the{\_}{\_}1-9.pdf,This study compares the attitudes and learning outcomes of students in sections of introductory corporate finance courses. The study was conducted at two different universities. Three sections of the course were taught using the lecture method supplemented with a student-led out-of-class case study project. Three other sections of the course were taught using lecture combined with an instructor-led in-class case study project. The students were given pre-tests and post-tests in each section to determine changes in attitudes and learning. Students in both types of course achieved similar learning outcomes. Students found the subject of finance more interesting when participating in the student-led out-of-class case study project. Students found the course less difficult when participating in the instructor-led in-class case study course.,"Adams, Sa; Saunders, Kt",10,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Adams, Sa","Saunders, Kt",-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,1,9,
4,Journal of Economics and Finance Education,Introducing the Effective Marginal Tax Rate in Introductory Macroeconomics,2007,6,1,6--10,,,,Introductory macroeconomics textbooks rarely cover the topic of marginal tax rates in sufficient depth to make it meaningful to students. We offer a simple method of introducing the concept of effective marginal tax rate that is interactive and will engage students to analyze the importance of including state income tax and FICA taxes. Our exercise will help students to observe the behavior of the effective marginal tax rate as income level increases. We also introduce an international component to the topic by comparing effective marginal tax rates across a group of socially diverse countries. Introduction,"Allen, Stuart; Vaidyanathan, Geetha; Sarbaum, Jeffrey",14,36,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Allen, Stuart","Vaidyanathan, Geetha","Sarbaum, Jeffrey",-x-,-x-,-x-,-x-,-x-,-x-,2,6,10,
4,Journal of Economics and Finance Education,The Experience of U . S . Fulbright Scholars from Business Disciplines : 1998 ‰ÛÒ 2005,2007,6,2,1998--2005,,,,"The Fulbright Scholar program provides a long-standing and externally-funded means for internationalizing college and university curriculum. Over the past decade there has been an increasing emphasis on internationalization among faculty, administration and accrediting agencies. This manuscript is drawn from survey data which examines self-reported experiences of recent Fulbright Scholars from business disciplines in AACSBI accredited business programs. An overview of the perceptions and experiences of program participants and an exploratory model identifying factors impacting these experience are presented. Specific policy and process measures to improve the experiences of future Fulbright Scholars are suggested.","Borgia, Daniel J; Hobbs, Bradley K; Weeks, H Shelton",17,35,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Borgia, Daniel J","Hobbs, Bradley K","Weeks, H Shelton",-x-,-x-,-x-,-x-,-x-,-x-,5,1998,2005,
4,Journal of Economics and Finance Education,The Pedagogy of Financial Leverage: Using a ‰ÛÏHook‰Ûù to Improve Learning,2007,6,1,57--69,,,,"The past few years have seen the emergence of a distinct literature concerned with the pedagogy of finance. One area of particular interest is the effective teaching of the concept of financial leverage. This paper presents an overview of some considerations pertaining to the initial presentation of financial leverage to the undergraduate business student. The paper begins by providing a review of the most common teaching approaches as evidenced by prominent introductory finance textbooks. Next, an alternative streamlined initial presentation is discussed which can serve as an effective ‰ÛÏhook‰Ûù when the concept of financial leverage is presented.","Burney, Robert B; Marcis, John G; Boyles, Gerald V",17,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Burney, Robert B","Marcis, John G","Boyles, Gerald V",-x-,-x-,-x-,-x-,-x-,-x-,3,57,69,
4,Journal of Economics and Finance Education,Reconsidering the Introduction to Interest Rate Theory,2007,6,1,48,,,file://localhost/Users/christian/Documents/Papers/2007/JOURNAL OF ECONOMICS AND FINANCE EDUCATION/Elwood2007Reconsidering the Introduction to Interest{\_}JOURNAL OF ECONOMICS AND FINANCE EDUCATION61{\_}48.pdf,"The various theories of interest rate determination presented in economics textbooks each spotlight a particular fundamental force behind the equilibrium rate. Unfortunately, each theory's successful emphasis of one determinant of the interest rate comes at the cost of distorting some other aspect of its determination. This paper argues that the basic market analysis of debt securities (e.g., bonds and commercial paper) left out of most macroeconomic as well as money and banking textbooks provides a straightforward and practical perspective on interest rate determination that can help students navigate the established interest rate theories","Elwood, S",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Elwood, S",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,48,-x-,
4,Journal of Economics and Finance Education,Professor and Student Performance in Online Versus Traditional Introductory Finance Courses,2007,6,1,40--47,,,,"According to a study by Gibson (1998), over 90{\%} of colleges and universities with enrollments of over 10,000 offer distance learning. Although distance learning is ubiquitous, important issues regarding faculty and student performance remain unresolved. The results of this study show that students in the online section of introductory finance significantly under-perform students in the traditional sections of this course. The data shows that a professor earns significantly lower student evaluations in an online introductory finance course compared to the traditional finance course. This research provides important information for students, professors and administrators as they assess online courses.","Farinella, Joseph",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Farinella, Joseph",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,40,47,
4,Journal of Economics and Finance Education,Changes in Math Prerequisites and Student Performance in Business Statistics: Do Math Prerequisites Really Matter?,2007,6,2,27--38,,,http://web.bsu.edu/cob/econ/research/papers/green2007jefe.pdf,"We use a binary probit model to assess the impact of several changes in math prerequisites on student performance in an undergraduate business statistics course. While the initial prerequisites did not necessarily provide students with the necessary math skills, our study, the first to examine the effect of math prerequisite changes, shows that these changes were deleterious to student performance. Our results helped convince the College of Business to change the math prerequisite again beginning with the 2008/2009 academic year. Thus, this study is also the first to actually help strengthen math prerequisites and improve student performance in business statistics.","Green, Jeffrey J.; Stone, Courtenay C.; Zegeye, Abera; Charles, Thomas a.",18,39,54,-9,#N/A,#N/A,#N/A,#N/A,#N/A,"Green, Jeffrey J.","Stone, Courtenay C.","Zegeye, Abera","Charles, Thomas a.",-x-,-x-,-x-,-x-,-x-,3,27,38,
4,Journal of Economics and Finance Education,A Geometric Analysis of Global Profit Maximization for a Two-Product Firm,2007,6,1,7--18,,,,"This paper analyzes several fundamental issues that arise in verifying a global maximum for a seemingly simple economic problem, profit maximization for a two-product firm. A new gradient path geometrical method of verifying a global maximum is presented that is analogous to the use of phase diagrams to solve for the equilibrium of a first-order differential equation system in two variables. An important advantage of the geometrical approach is that it always verifies a global profit maximum when the profit function is concave and it also verifies a global maximum in many cases where the profit function is neither concave nor quasiconcave.","Layson, Stephen K",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Layson, Stephen K",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,7,18,
4,Journal of Economics and Finance Education,Improving Information Literacy in Finance,2007,6,1,26--39,,,http://www.economics-finance.org/jefe/fin/Rauterkuspaper.pdf,"This study assesses information literacy in undergraduate finance students through the administration of surveys at the beginning and end of an introductory course. It describes how that particular course was altered in order to infuse information literacy and documents the increase in student information literacy upon completing the course. There are several key findings. First, the results indicate that students tend not to utilize their available resources unless specifically required to do so. Second, students require ongoing reinforcement of information literacy skills else they may deteriorate over time. Finally, students find the acquisition and utilization of discipline-specific information difficult. Introduction","Rauterkus, Sy; Rauterkus, Andreas",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rauterkus, Sy","Rauterkus, Andreas",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,26,39,
4,Journal of Economics and Finance Education,Student Success in Business Statistics,2007,6,1,,,,,"Many universities require Business Statistics for undergraduate business majors. For students with weak quantitative and critical thinking skills, these courses present a significant challenge that must be met before beginning academic work in their major field. Pearson and partial correlation coefficients are calculated to identify three factors from an initial model of seven that are found to be significantly related to student performance in business statistics courses: class attendance, previous performance in algebra and differential calculus, and overall GPA. Awareness of these factors can provide a basis for improving student performance in Business Statistics.","Rochelle, Carolyn F; Dotterweich, Douglas",20,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rochelle, Carolyn F","Dotterweich, Douglas",-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,0,-x-,
4,Journal of Economics and Finance Education,Ethics Across the Curriculum : Application to Economics,2007,6,2,56--64,,,,We propose that the study of economics can be enhanced by students learning ethical reasoning within their economics courses. Our method for introducing more robust discussions of the relationship between ethics and economics is to incorporate principles and strategies from the ‰ÛÏEthics Across the Curriculum‰Ûù program. The methods we used to enhance our own course can be adapted to any economics course and the resources we provide can help any economist become more comfortable with teaching ethical reasoning.,"York, E Anne; Benko, Steven A; Barnes, Jane E",13,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"York, E Anne","Benko, Steven A","Barnes, Jane E",-x-,-x-,-x-,-x-,-x-,-x-,3,56,64,
4,Journal of Economics and Finance Education,A brief introduction to marginal analysis for the micro-economics principles course,2008,7,2,2--4,,,http://mpra.ub.uni-muenchen.de/36230/,"This brief note provides a simple, yet powerful example of how the marginal cost/marginal benefit principle can be used in everyday life. Using the decision of the optimal choice of speed on the highway, this note was developed for use as one of the first readings in an introductory microeconomics course. It is clear in this demonstration that marginal cost is increasing, while marginal benefit is decreasing, and how the intersection of these two curves shows the optimal choice. In addition, shifts in the curves can easily be demonstrated as an introduction to supply and demand.","Burkey, Ml",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Burkey, Ml",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,2,2,4,
4,Journal of Economics and Finance Education,Yield to Maturity Is Always Received as Promised,2008,7,1,43--47,,,,"This note comments on a misconception that yield to maturity from holding a coupon bond until maturity is only promised, but not really received, unless coupon payments are reinvested at the same rate as the (original) yield to maturity. It shows that yield to maturity is always earned no matter how coupon payments are allocated ‰ÛÒ spent or reinvested at any rate. It illuminates that the realized compounding yield in fact measures the yield to maturity from a combination of two investments rather from simply holding the bond itself until maturity.","Cebula, Richard J; Yang, Bill Z",18,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Cebula, Richard J","Yang, Bill Z",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,43,47,
4,Journal of Economics and Finance Education,The Influence of University Investment Education on Asset Allocation,2008,7,1,29--42,,,http://www.economics-finance.org/jefe/econ/DolvinGonasPylespaper.pdf,"Using survey data from students at three universities, we examine the influence of an Investments Analysis course on student perception of the ideal asset allocation for a retirement portfolio. Consistent with previous studies that examine financial education in the workplace, a critical outcome of university investment education is the apparent alleviation of a conservative bias that is typically prevalent among uninformed investors. This change results in an increasing willingness to take larger stock positions, which produces higher expected returns and larger portfolio betas. Most importantly, however, the net effect is more efficient portfolios, particularly for those students who begin with the most inefficient starting portfolios","Dolvin, Sd; Gonas, Js; Pyles, Mk",11,22,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Dolvin, Sd","Gonas, Js","Pyles, Mk",-x-,-x-,-x-,-x-,-x-,-x-,3,29,42,
4,Journal of Economics and Finance Education,Financial Industry Certification Preparation and ‰ÛÏTeaching to the Test‰Ûù,2008,7,1,1,,,file://localhost/Users/christian/Documents/Papers/2008/JOURNAL OF ECONOMICS AND FINANCE EDUCATION/Fehr2008Financial Industry Certification Preparation and{\_}JOURNAL OF ECONOMICS AND FINANCE EDUCATION71{\_}1.pdf,"ABSTRACT This paper addresses two aspects of offering finance certification training programs at the university level. During the spring term 2006, Southern New Hampshire University offered (in conjunction with a large, diversified financial services company) a finance elective course to prepare students to sit for the FINRA Series 7 General Securities Registered Representative Examination. Firstly, the paper provides a brief background on developing a specialized academic course working in cooperation with a corporate entity. Secondly, the paper explores the academic ramifications of delivering the course in a ‰ÛÏteaching to the test‰Ûù format instead of a more typical academic course delivery. Introduction","Fehr, D",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Fehr, D",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,1,-x-,
4,Journal of Economics and Finance Education,Yield-to-Maturity and the Reinvestment of Coupon Payments,2008,7,1,48--51,,,,"This note addresses a common misconception, found in investment texts and popular investment education literature, that in order to earn the yield to maturity on a coupon bond an investor must reinvest the coupon payments. We identify a sample of text and professional sources making this claim, demonstrate that yield to maturity entails no assumption of coupon reinvestment, discuss a cause for this confusion and offer a possible remedy.","Forbes, Shawn M; Hatem, John J; Paul, Chris",16,31,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Forbes, Shawn M","Hatem, John J","Paul, Chris",-x-,-x-,-x-,-x-,-x-,-x-,3,48,51,
4,Journal of Economics and Finance Education,Math Skills and Everyday Problem Solving,2008,7,1,7,,,file://localhost/Users/christian/Documents/Papers/2008/JOURNAL OF ECONOMICS AND FINANCE EDUCATION/Gallo2008Math Skills and Everyday Problem{\_}JOURNAL OF ECONOMICS AND FINANCE EDUCATION71{\_}7.pdf,"Given the importance of mathematics to economic education, we administer a test of basic math skills to 696 students enrolled in various college economics courses in order to understand the factors influencing a student's ability to apply basic math skills in practical settings. Students with strong elementary math skills perform significantly better in applied contexts and we find that taking more math classes in college improves a student's ability to apply mathematics substantially. Interestingly, our results suggest that students with greater personal financial responsibility in funding their education do significantly better in understanding and applying basic math skills.","Gallo, a; Johnson, C",9,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Gallo, a","Johnson, C",-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,7,-x-,
4,Journal of Economics and Finance Education,Testing Equity Portfolios for Alpha Bias: An Exercise for Student Investment Funds,2008,7,2,31,,,file://localhost/Users/christian/Documents/Papers/2008/JOURNAL OF ECONOMICS AND FINANCE EDUCATION/Gorman2008Testing Equity Portfolios for Alpha{\_}JOURNAL OF ECONOMICS AND FINANCE EDUCATION72{\_}31.pdf,"We present an exercise that that guides students through the rationale and techniques for identifying and correcting for alpha bias in the reported performance of equity portfolios. The exercise is particularly relevant for Student Investment Fund programs that invest actual money, as the historical performance of the class portfolio can be used in the activity, which creates an additional level of engagement for students. Students learn why portfolios that emphasize small- capitalization and/or value stocks tend to display a positive alpha bias (overstating performance), and why portfolios that emphasize large- capitalization and/or growth stocks tend to display a negative alpha bias (understating performance).","Gorman, L; Weigand, R",10,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Gorman, L","Weigand, R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,31,-x-,
4,Journal of Economics and Finance Education,Teaching Bond Valuation: A Differential Approach Demonstrating Duration and Convexity,2008,7,2,13,,,file://localhost/Users/christian/Documents/Papers/2008/JOURNAL OF ECONOMICS AND FINANCE EDUCATION/Hahn2008Teaching Bond Valuation A Differential{\_}JOURNAL OF ECONOMICS AND FINANCE EDUCATION72{\_}13.pdf,A traditional bond pricing scheme used in introductory finance texts is simple enough but not necessarily intuitive. The differential approach suggested here presents premiums (discounts) as coupon interest over- (under-) payments to make bond pricing dynamics more intuitive. The primary pedagogic benefit is the differential approach demonstrates the more sophisticated bond valuation concepts of duration and convexity.,"Hahn, T; Lange, D",8,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Hahn, T","Lange, D",-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,13,-x-,
4,Journal of Economics and Finance Education,A Probabilistic Model for Measuring Stock Returns and the Returns from Playing Lottery Tickets: The Basis of an Instructional Activity,2008,7,2,4,,,file://localhost/Users/christian/Documents/Papers/2008/JOURNAL OF ECONOMICS AND FINANCE EDUCATION/Hamilton2008A Probabilistic Model for Measuring{\_}JOURNAL OF ECONOMICS AND FINANCE EDUCATION72{\_}4.pdf,"Many individuals indicate that playing the lottery is a legitimate way to generate wealth, including retirement savings. We offer a methodology designed to create interactive learning activities comparing the results of playing the lottery versus investing in stocks to create wealth. To emphasize the stochastic nature of investment and lottery returns, we employ a Monte Carlo simulation that draws from probability distributions created from lottery payoffs and historical stock returns. The model results demonstrate, visually and numerically that stock investments generally outperform the lottery in generating wealth.","Hamilton, K; Paul, C; Ruhland, J",12,21,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Hamilton, K","Paul, C","Ruhland, J",-x-,-x-,-x-,-x-,-x-,-x-,#N/A,4,-x-,
4,Journal of Economics and Finance Education,A Comparison of Course Delivery Methods: An Exercise in Experimental Economics,2008,7,1,21,,,file://localhost/Users/christian/Documents/Papers/2008/JOURNAL OF ECONOMICS AND FINANCE EDUCATION/Howsen2008A Comparison of Course Delivery{\_}JOURNAL OF ECONOMICS AND FINANCE EDUCATION71{\_}21.pdf,"This paper compares student performance in traditional versus online classes using a methodological framework free from problems affecting past studies including self-selection bias. The data employed in this study consists of 1) students' test scores in Principles of Macroeconomics courses, 2) students' academic information collected from the registrar's office, and 3) students' personal information collected from a survey completed by students involved in the study. Employing a maximum likelihood estimation procedure, we find that the average grade for students in the online class is approximately one letter grade lower than the average grade for students in the traditional class, ceteris paribus.","Howsen, R; Lile, S",10,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Howsen, R","Lile, S",-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,21,-x-,
4,Journal of Economics and Finance Education,Collusion and Stock Offerings: A Classroom Exercise for Economics and Finance Classes,2008,7,1,52--66,,,,"Collusion-based lawsuits surrounding initial and seasoned offerings have been a reoccurring phenomenon. This paper offers a classroom exercise for economics and finance courses that allows students to experience the collusion phenomenon. This is achieved through simulating how underwriters and preferred clients participate in schemes of buying and selling shares of a new stock issue in order to make exorbitant profits. Students experience the consequences when excessive investor demand is not tempered with an understanding of how earning fundamentals determine security value. Most importantly, students gain insight into the ethical responsibilities of those involved in the security issuance process.","Hull, Robert M; Kwak, Sungkyu; Walker, Rosemary L",15,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Hull, Robert M","Kwak, Sungkyu","Walker, Rosemary L",-x-,-x-,-x-,-x-,-x-,-x-,3,52,66,
4,Journal of Economics and Finance Education,The Supply of Loanable Funds : A Comment on the Misconception and Its Implications,2008,7,2,39--46,,,,"Recently Fields-Hart publish two articles on interest rate determination in this journal. In both articles, they analyze interest rates on the basis of an unconventional definition of the supply of loanable funds. In this note we argue that their concept of the supply of loanable funds based on ‰ÛÏspillover from the money market‰Ûù is a gross misunderstanding of the concept. Although Fields-Hart considered their concept as ‰ÛÏcritically important part of their story,‰Ûù the results in their first article are independent of this mistake. However, their second article continues this misconception and hence yields invalid results.","Khandker, A Wahhab; Khandker, Amena",19,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Khandker, A Wahhab","Khandker, Amena",-x-,-x-,-x-,-x-,-x-,-x-,-x-,3,39,46,
4,Journal of Economics and Finance Education,The Effectiveness of Casual Group Learning in Introductory Finance Tutorials,2009,7,2,1--11,,,file://localhost/Users/christian/Documents/Papers/2009/Unknown/Mourik2009The Effectiveness of Casual Group{\_}{\_}1-11.pdf,"Many universities require introductory financial management for undergraduate business majors. This study measures whether classroom study groups have a more positive effect on student perceptions and performance than traditional teacher driven classes. As an alternative to traditional tutorial teaching, Classroom Study Groups is an application of casual group learning and is consistent with Constructivist learning theories. The study reports significant differences between the two approaches, with student engagement and satisfaction reported at higher levels amongst those students involved in the traditional, teacher-led approach, and no significant difference between the two in regard to student performance. Interesting relationships are found between dimensions of student engagement, gender, basis of qualification for university entry, selection of course major, and fluency in speaking the English language","Mourik, Gv; Watson, J; Onsman, A",11,22,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Mourik, Gv","Watson, J","Onsman, A",-x-,-x-,-x-,-x-,-x-,-x-,2,1,11,
4,Journal of Economics and Finance Education,Is There a Link Between Performance in International Economics Courses and Academic Success?,2008,7,2,56--68,,,,"This paper uses a sample of 6,470 students and Maximum Likelihood Estimation to determine the relationship between grades received in international economics courses and academic success of business majors. The results indicate that the grades earned in international economics courses as well as the number of international economics courses are significant and positive determinants of students' final GPA.","Rhodd, Rupert; Schrouder, Sandra; Allen, Marcus",14,33,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Rhodd, Rupert","Schrouder, Sandra","Allen, Marcus",-x-,-x-,-x-,-x-,-x-,-x-,3,56,68,
4,Journal of Economics and Finance Education,The Textbook Adoption Process by Economics Professors,2009,8,2,,,,,"Textbooks are an integral component of the higher education process. This study examines the textbook selection process and the marketing techniques used by publishers to encourage adoption. A total of 134 survey responses were collected. Results indicate that content, ancillary materials, length of the textbook and textbook costs are the primary drivers of adoption. Examination copies, contact by book reps, and direct mail flyers were the best methods of encouraging economics faculty to examine a new textbook. Significant differences were found based on years of teaching experience, rank, and the institution's student enrollment. 1","Clow, K.; PArker, Y.; McConkey, C.W.",9,21,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Clow, K.","PArker, Y.","McConkey, C.W.",-x-,-x-,-x-,-x-,-x-,-x-,#N/A,0,-x-,
