"","words","term.freq","doc.freq"
"7833","cynicism",3,2
"7859","wins",3,2
"7864","expressions",3,3
"7880","depicted",3,3
"7886","avatars",3,3
"7889","unilateral",3,3
"7899","bridged",3,3
"7902","uaeu",3,2
"7910","toyota",3,2
"7913","pushed",3,3
"7922","imprecise",3,3
"7941","disinterest",3,3
"7947","dismal",3,3
"7953","atlanta",3,3
"7998","psychosocial",3,3
"8018","arrived",3,3
"8029","mancova",3,2
"8037","harms",3,2
"8041","ignoring",3,3
"8057","subgroups",3,3
"8077","indexed",3,2
"8078","annuities",3,2
"8081","discernment",3,3
"8093","expedition",3,2
"8095","expeditionary",3,1
"8099","volumes",3,2
"8106","provoke",3,3
"8114","residence",3,3
"8125","triangulation",3,3
"8127","pbp",3,1
"8130","drift",3,3
"8138","exploits",3,3
"8191","improvisation",3,2
"8204","actualization",3,3
"8217","canvas",3,3
"8228","quantified",3,2
"8231","tank",3,3
"8247","hlp",3,1
"8256","compassion",3,3
"8267","lct",3,1
"8275","innovators",3,2
"8289","unduly",3,3
"8304","hardcopy",3,1
"8317","furniture",3,3
"8319","takeaways",3,3
"8322","proliferate",3,3
"8359","devising",3,3
"8366","bcg",3,2
"8367","guessing",3,3
"8402","river",3,2
"8410","invariant",3,3
"8414","tuce",3,2
"8426","relaxed",3,3
"8429","dbms",3,3
"8433","underperformed",3,3
"8438","cinema",3,3
"8440","rationally",3,3
"8447","subsample",3,3
"8448","receipt",3,3
"8457","discriminate",3,3
"8464","edgeworth",3,2
"8465","surpluses",3,2
"8472","becker",3,2
"8476","bertrand",3,2
"8478","substitutes",3,3
"8480","chooser",3,1
"8496","seats",3,3
"8498","swan",3,2
"8508","splitting",3,2
"8514","secrecy",3,2
"8529","romer",3,2
"8533","workhorse",3,3
"8540","introverted",3,3
"8550","wonder",3,3
"8553","twelfth",3,3
"8555","bubbles",3,2
"8565","curse",3,2
"8568","carleton",3,2
"8578","apart",3,3
"8601","remedied",3,3
"8606","vermont",3,2
"8635","punishment",3,3
"8656","indexes",3,3
"8658","retrieve",3,3
"8660","communal",3,3
"8663","infuse",3,3
"8681","saunders",3,3
"8701","discontinuity",3,3
"8704","roommates",3,1
"8713","leakages",3,2
"8714","multiplier",3,3
"8737","avoids",3,3
"8742","unhappy",3,3
"8744","wang",3,3
"8748","happening",3,3
"8751","symmetric",3,3
"8757","drawings",3,3
"8759","simpsons",3,2
"8769","dioxide",3,3
"8775","compensating",3,3
"8785","reaches",3,3
"8787","superiority",3,3
"8800","cubic",3,1
"8817","predetermined",3,3
"8822","bargainer",3,1
"8823","lottery",3,1
"8833","thresholds",3,2
"8864","sydney",3,3
"8873","duke",3,2
"8885","tinker",3,2
"8894","worry",3,3
"8905","differentiates",3,3
"8913","blake",3,3
"8932","endogeneity",3,2
"8951","gta",3,2
"8957","naturalist",3,3
"8958","monopolist",3,2
"8965","reshape",3,3
"8969","policymaking",3,3
"8986","distributional",3,2
"8994","siegfried",3,3
"8996","syllabuses",3,3
"9002","fabric",3,3
"9013","curvature",3,2
"9022","customary",3,3
"9052","cautions",3,3
"9056","golfers",3,1
"9060","endowments",3,2
"9063","overconfident",3,2
"9067","ordered",3,3
"9083","stabilization",3,2
"9087","bet",3,3
"9108","reporters",3,2
"9119","intuitively",3,3
"9122","presumably",3,3
"9132","occupy",3,3
"9138","elevated",3,3
"9142","purports",3,3
"9155","swarthmore",3,1
"9159","edit",3,2
"9160","catalogs",3,3
"9168","stuck",3,3
"9172","rival",3,3
"9181","lagging",3,3
"9182","microblogging",3,2
"9201","unobserved",3,3
"9223","discriminating",3,3
"9224","presses",3,1
"9228","apparatus",3,3
"9249","customize",3,3
"9252","sulfur",3,2
"9276","detract",3,3
"9278","unobservable",3,2
"9286","ride",3,3
"9290","antitrust",3,3
"9300","subgroup",3,3
"9303","profess",3,3
"9304","coined",3,3
"9316","bluff",3,1
"9319","finances",3,3
"9323","gary",3,2
"9324","deriving",3,3
"9329","passages",3,3
"9338","negligible",3,3
"9343","conservation",3,3
"9354","nutrientnet",3,1
"9356","polluter",3,2
"9358","unprepared",3,3
"9374","pairwise",3,3
"9387","sugar",3,2
"9388","subsidies",3,3
"9392","equalization",3,1
"9399","divergence",3,3
"9403","pareto",3,3
"9417","persisted",3,3
"9419","permeates",3,3
"9444","slopes",3,3
"9460","macroprudential",3,1
"9466","suppress",3,3
"9472","substituting",3,3
"9474","sizeable",3,3
"9475","kansas",3,3
"9480","indonesia",3,3
"9483","plumbing",3,1
"9487","multipliers",3,2
"9507","fables",3,3
"9516","dangerous",3,3
"9517","automobile",3,3
"9528","ostensibly",3,3
"9549","sli",3,1
"9552","speeches",3,2
"9554","mirrors",3,3
"9566","preoccupation",3,3
"9569","specifies",3,3
"9571","deadlines",3,3
"9574","recovered",3,3
"9600","obscured",3,3
"9609","convexity",3,3
"9611","roberts",3,3
"9626","econ",3,1
"9636","simplification",3,3
"9653","occupations",3,3
"9659","thematically",3,3
"9663","restrictive",3,3
"9714","ukraine",3,3
"9717","noncredit",3,2
"9727","corrected",3,3
"9736","median",3,3
"9748","uaw",3,1
"9749","motors",3,3
"9780","steer",3,3
"9782","keyed",3,3
"9787","vertical",3,3
"9792","inaccessible",3,3
"9834","calino",3,1
"9844","virtuous",3,2
"9864","manifests",3,3
"9869","centres",3,3
"9877","arranged",3,3
"9880","specialisation",3,3
"9918","unfolds",3,3
"9933","scrum",3,3
"9938","educative",3,3
"9948","brazilian",3,3
"9955","route",3,3
"9976","repeat",3,3
"9977","brains",3,2
"9979","elt",3,3
"9985","categorised",3,3
"10000","borders",3,3
"10009","millenials",3,1
"10017","piloted",3,3
"10027","awp",3,1
"10028","tpc",3,1
"10040","underpins",3,3
"10047","lately",3,3
"10069","glance",3,3
"10076","implemental",3,1
"10079","disrupt",3,3
"10081","autocatalysis",3,1
"10092","exemplified",3,3
"10095","invoking",3,3
"10115","paris",3,3
"10128","redefine",3,3
"10130","dialectics",3,3
"10164","trilogy",3,1
"10168","screening",3,3
"10179","inculcating",3,3
"10180","edc",3,1
"10189","discursive",3,3
"10197","removed",3,3
"10203","removing",3,3
"10212","promoters",3,2
"10218","reliant",3,3
"10220","surfaced",3,3
"10226","concentrates",3,3
"10231","sabbaticals",3,1
"10232","accord",3,3
"10234","potentials",3,3
"10250","plagued",3,3
"10258","narcissistic",3,1
"10269","maritime",3,1
"10275","explosive",3,3
"10296","lend",3,3
"10310","interactional",3,3
"10317","toolbox",3,3
"10333","slowly",3,3
"10351","operationalizing",3,3
"10356","contemplate",3,3
"10362","signatory",3,3
"10375","postcourse",3,3
"10387","essentials",3,3
"10391","renew",3,3
"10399","msc",3,3
"10402","crossroads",3,3
"10410","accommodating",3,3
"10412","materialism",3,1
"10421","charlie",3,2
"10425","tripartite",3,3
"10442","wanting",3,3
"10448","immensely",3,3
"10459","overshadowed",3,3
"10462","edited",3,3
"10475","capitalizes",3,3
"10486","contagious",3,3
"10502","incivility",3,1
"10519","steve",3,3
"10521","urges",3,3
"10525","magnetic",3,1
"10540","disconfirmation",3,3
"10548","photovoice",3,2
"10555","textregistered",3,3
"10558","layers",3,3
"10560","collage",3,3
"10563","king",3,2
"10567","repertoire",3,3
"10578","caliber",3,2
"10600","smarts",3,1
"10603","catalysts",3,2
"10605","terkel",3,1
"10611","attach",3,3
"10612","ppc",3,2
"10622","christian",3,2
"10645","got",3,2
"10653","hackman",3,3
"10660","invoke",3,3
"10661","sensemaking",3,2
"10662","philosopher",3,3
"10664","carr",3,3
"10666","disappointing",3,2
"10683","teamxchange",3,1
"10689","nongovernmental",3,3
"10690","ngos",3,3
"10700","contextualization",3,3
"10702","dyads",3,3
"10708","childhood",3,3
"10718","embodied",3,2
"10719","constructionism",3,3
"10720","departure",3,3
"10727","tempo",3,3
"10729","band",3,3
"10730","naming",3,3
"10756","metaproject",3,2
"10768","ancillary",3,3
"10770","extraversion",3,3
"10773","cumbersome",3,3
"10783","sociopolitical",3,2
"10786","legitimize",3,3
"10810","planet",3,3
"10818","spur",3,3
"10820","doesn",3,3
"10821","healthier",3,2
"10822","pretests",3,2
"10864","apprentice",3,3
"10866","tragedy",3,3
"10879","ethic",3,3
"10897","myth",3,3
"10911","libraries",3,3
"10916","neuroscience",3,2
"10939","enquiry",3,3
"10964","infusing",3,3
"10973","lankan",3,3
"10975","camps",3,2
"10978","diagnose",3,3
"10980","cree",3,1
"10982","inspiring",3,3
"10988","ori",3,3
"10989","nonindigenous",3,1
"11013","bus",3,2
"11017","nondisclosure",3,2
"11032","glass",3,2
"11041","usefully",3,3
"11061","attributions",3,3
"11067","when",3,3
"11072","madison",3,1
"11073","federalist",3,1
"11075","constrain",3,3
"11089","resume",3,3
"11096","deconstruct",3,3
"11102","morgan",3,3
"11103","personalized",3,3
"11114","waves",3,3
"11126","filter",3,3
"11127","bypass",3,3
"11138","underestimate",3,3
"11145","crim",3,1
"11210","trustworthiness",3,3
"11212","argyris",3,1
"11217","enact",3,3
"11218","ocb",3,1
"11223","battlefield",3,1
"11239","vigilant",3,3
"11241","paragraphs",3,3
"11244","fulbright",3,1
"11247","hiv",3,1
"11258","through",3,3
"11263","advertisement",3,3
"11279","cde",3,1
"11282","centeredness",3,2
"11288","rampant",3,3
"11307","capitals",3,3
"11322","momentum",3,3
"11326","philosophic",3,3
"11354","finland",3,3
"11355","rethinking",3,3
"11360","confounded",3,3
"11394","seniority",3,3
"11405","cream",3,3
"11412","laying",3,3
"11425","upb",3,1
"11429","cheaters",3,2
"11430","fix",3,3
"11435","adhere",3,3
"11440","destructive",3,3
"11451","implementable",3,3
"11462","universe",3,3
"11463","meditation",3,2
"11469","praxis",3,3
"11475","reticence",3,2
"11480","irrespective",3,3
"11490","bind",3,3
"11503","poignant",3,3
"11512","elect",3,3
"11525","unlearning",3,2
"11530","centrality",3,3
"11565","van",3,3
"11570","timeline",3,3
"11571","milestones",3,3
"11577","hbs",3,2
"11585","flower",3,2
"11606","clay",3,3
"11611","exceptionally",3,3
"11619","gateway",3,2
"11625","hardin",3,2
"11632","northwestern",3,3
"11639","roethlisberger",3,1
"11649","innate",3,3
"11653","payback",3,2
"11665","coyote",3,1
"11678","marketplaces",3,1
"11690","chickering",3,2
"11691","gamson",3,2
"11692","realms",3,3
"11702","rejoinder",3,3
"11707","protest",3,1
"11718","resourcing",3,2
"11723","deepened",3,3
"11737","drinking",3,2
"11748","islamic",3,3
"11754","harvey",3,3
"11771","griffiths",3,2
"11779","nwere",3,2
"11780","nnexus",3,1
"11782","organising",3,3
"11790","progressing",3,3
"11826","necessitating",3,3
"11841","nthe",3,3
"11842","mediator",3,2
"11852","preventative",3,3
"11863","angles",3,2
"11871","morris",3,3
"11876","reshaping",3,3
"11880","rlos",3,1
"11883","sorts",3,3
"11894","bourdieu",3,3
"11908","avoidant",3,2
"11912","amotivation",3,1
"11919","vancouver",3,1
"11923","officially",3,3
"11936","tqm",3,2
"11950","retrieved",3,3
"11961","dis",3,3
"11965","bulgarian",3,2
"11967","hots",3,2
"11972","shrinking",3,3
"12002","pms",3,1
"12018","spa",3,1
"12019","caspar",3,1
"12020","populate",3,3
"12022","interpretative",3,3
"12044","ses",3,2
"12057","cruise",3,1
"12064","rounded",3,3
"12065","employable",3,3
"12080","woman",3,3
"12085","pleasant",3,3
"12103","deregulation",3,3
"12108","ceq",3,2
"12172","renowned",3,3
"12173","credited",3,3
"12175","locating",3,3
"12184","beach",3,3
"12190","sending",3,2
"12194","nicholson",3,2
"12205","anchors",3,2
"12207","esi",3,1
"12216","sheer",3,3
"12227","truett",3,1
"12228","cathy",3,1
"12232","enhancements",3,3
"12237","taped",3,1
"12242","nau",3,2
"12244","attachment",3,3
"12256","standardize",3,3
"12258","volunteered",3,2
"12259","factorial",3,3
"12263","grey",3,3
"12264","responders",3,2
"12278","narrowing",3,3
"12287","achievable",3,3
"12288","coast",3,3
"12294","subscale",3,2
"12296","gardner",3,3
"12299","spatial",3,3
"12308","kavanaugh",3,1
"12325","elected",3,3
"12328","qsrs",3,1
"12354","rainforest",3,2
"12364","synthesizing",3,2
"12371","louisiana",3,1
"12372","folse",3,1
"12392","confines",3,3
"12396","rlj",3,1
"12423","readership",3,3
"12431","commencing",3,3
"12436","scaffold",3,3
"12443","inviting",3,3
"12454","misunderstandings",3,3
"12456","aspiration",3,3
"12459","vet",3,3
"12470","allergy",3,1
"12477","bahrain",3,1
"12480","confidential",3,3
"12540","photos",3,1
"12547","cairns",3,1
"12555","perdue",3,1
"12564","ray",3,3
"12571","perish",3,3
"12586","dietetics",3,1
"12603","midst",3,3
"12648","polytechnic",3,3
"12667","definitive",3,3
"12669","transnational",3,3
"12670","synopsis",3,3
"12685","hallmark",3,3
"12694","orientated",3,2
"12706","sharma",3,2
"12764","stations",3,2
"12775","chico",3,2
"12784","para",3,1
"12786","programas",3,1
"12787","educa",3,1
"12857","revolve",3,3
"12861","groundbreaking",3,3
"12868","skeptical",3,3
"12880","wise",3,3
"12891","financed",3,3
"12896","franchisor",3,3
"12897","harm",3,3
"12903","ambitions",3,3
"12915","genesis",3,2
"12925","tarabishy",3,2
"12938","sam",3,3
"12942","sgs",3,1
"12958","ajzen",3,3
"12964","kiefer",3,1
"12980","persona",3,3
"13000","wallis",3,3
"13016","livelihood",3,1
"13024","dynamism",3,3
"13035","till",3,3
"13046","tesc",3,1
"13052","llc",3,3
"13054","backed",3,3
"13078","jamaican",3,1
"13100","cognitions",3,3
"13101","engineer",3,2
"13136","takeover",3,3
"13145","exhortation",3,3
"13150","deem",3,3
"13153","charles",3,3
"13161","interwoven",3,3
"13169","obviously",3,3
"13198","ancient",3,2
"13224","commenced",3,3
"13225","characterised",3,3
"13231","collins",3,2
"13277","vignette",3,2
"13281","regret",3,3
"13303","midwifery",3,1
"13315","translating",3,3
"13319","thriving",3,3
"13338","susceptible",3,3
"13343","rectify",3,3
"13362","extraneous",3,3
"13375","unauthorized",3,3
"13413","whonka",3,1
"13415","jersey",3,3
"13430","fin",3,2
"13439","sentence",3,2
"13442","heilig",3,1
"13443","meyers",3,1
"13452","taxpayer",3,3
"13454","resisting",3,3
"13457","honda",3,1
"13498","gallon",3,2
"13509","withdrawals",3,3
"13516","phaseouts",3,2
"13519","assembled",3,3
"13532","regal",3,1
"13541","listings",3,3
"13544","flux",3,3
"13564","attendees",3,2
"13566","countered",3,3
"13572","plastic",3,3
"13575","daimlerchrysler",3,1
"13576","transitioning",3,3
"13589","comedy",3,3
"13596","biofuels",3,1
"13606","landry",3,2
"13607","saulnier",3,2
"13623","roll",3,2
"13624","briefing",3,3
"13628","aspd",3,1
"13643","correction",3,3
"13646","narrowed",3,3
"13674","plain",3,3
"13676","schwartz",3,1
"13681","printing",3,2
"13698","liquidation",3,1
"13710","showcases",3,3
"13730","rom",3,1
"13733","golden",3,3
"13749","inconsistencies",3,3
"13752","vague",3,2
"13762","chemico",3,1
"13763","steel",3,2
"13769","deceased",3,2
"13770","urbancic",3,1
"13778","wsu",3,2
"13779","repeater",3,1
"13790","functionalities",3,3
"13818","bem",3,1
"13828","curious",3,3
"13829","specialised",3,2
"13840","alienated",3,2
"13841","wwtb",3,1
"13843","lifeline",3,1
"13859","passionate",3,3
"13871","clv",3,1
"13887","vta",3,1
"13895","labelled",3,2
"13935","marton",3,2
"13948","commencement",3,3
"13949","thick",3,3
"13957","vles",3,3
"13962","mpq",3,2
"13982","legitimation",3,2
"13987","cpb",3,1
"14013","doug",3,1
"14018","peter",3,2
"14030","mdd",3,1
"14031","revolves",3,3
"14042","cop",3,1
"14061","interspersed",3,1
"14075","migrating",3,3
"14087","snapshot",3,3
"14102","indoctrinated",3,3
"14104","unchanged",3,3
"14109","thuthuka",3,1
"14122","italian",3,1
"14135","friendship",3,2
"14148","scaled",3,3
"14157","tape",3,2
"14184","education",3,3
"14187","imaginative",3,3
"14218","acceptability",3,2
"14246","constraining",3,3
"14251","icaew",3,1
"14254","demonstrable",3,3
"14266","sensitivities",3,3
"14281","scripting",3,2
"14317","albania",3,1
"14321","penguin",3,2
"14325","spq",3,2
"14335","apathetic",3,3
"14369","freire",3,2
"14406","liked",3,3
"14416","coordinator",3,2
"14417","compose",3,3
"14427","gauging",3,3
"14454","bcs",3,1
"14469","syrian",3,2
"14483","trace",3,3
"14491","prestigious",3,3
"14505","icasl",3,1
"14544","menus",3,3
"14562","guaranteed",3,3
"14591","captains",3,1
"14643","newest",3,3
"14666","iowa",3,3
"14683","sight",3,3
"14697","amour",3,1
"14731","greatness",3,2
"14743","cte",3,1
"14756","kelley",3,2
"14772","pow",3,1
"14773","mia",3,1
"14786","harmful",3,3
"14839","ronald",3,2
"14844","backwards",3,3
"14853","groups",3,3
"14856","ripe",3,3
"14865","traction",3,2
"14868","donaldson",3,1
"14871","forge",3,3
"14886","avolio",3,3
"14919","trainings",3,3
"14926","hosford",3,1
"14958","bass",3,3
"14963","definitely",3,3
"14965","duplication",3,3
"15000","idaho",3,3
"15003","statewide",3,2
"15010","kirkpatrick",3,1
"15011","inquiries",3,3
"15014","scheler",3,1
"15020","emi",3,2
"15029","philanthropic",3,2
"15031","nominating",3,1
"15035","prescription",3,3
"15037","starpower",3,1
"15126","premises",3,2
"15155","bgc",3,1
"15172","mcclelland",3,1
"15180","fsli",3,1
"15229","itv",3,2
"15233","uoc",3,1
"15241","shoplifting",3,2
"15270","deprivation",3,1
"15273","shy",3,3
"15276","seed",3,2
"15283","philippines",3,3
"15284","corner",3,3
"15296","vitell",3,2
"15315","bullshit",3,1
"15324","relativistic",3,2
"15338","infomercials",3,2
"15353","videography",3,1
"15376","tower",3,2
"15379","handhelds",3,2
"15383","tcm",3,1
"15384","mcm",3,1
"15406","eastman",3,2
"15431","birps",3,1
"15432","aka",3,3
"15438","rolling",3,2
"15457","confrontation",3,2
"15463","joe",3,3
"15465","reporter",3,1
"15468","gazelle",3,2
"15491","shoppers",3,3
"15496","saps",3,2
"15513","fye",3,1
"15583","brice",3,1
"15608","klout",3,1
"15617","monitored",3,3
"15629","los",3,3
"15630","angeles",3,3
"15643","vulnerabilities",3,3
"15645","entailed",3,3
"15646","cfr",3,1
"15650","richards",3,1
"15671","outrage",3,1
"15683","badging",3,1
"15709","cummins",3,1
"15745","bpo",3,1
"15748","rhode",3,2
"15774","domtar",3,1
"15775","presumed",3,3
"15804","glasses",3,1
"15849","tct",3,1
"15859","imf",3,2
"15863","uigea",3,1
"15879","flaws",3,2
"15884","snm",3,1
"15889","nugget",3,1
"15894","ericsson",3,3
"15897","depths",3,3
"15912","multiples",3,3
"15942","inverted",3,3
"15968","obsession",3,2
"15975","zara",3,1
"15982","oceans",3,1
"15994","geopolitical",3,1
"16008","peruvian",3,2
"16045","sony",3,3
"16055","mll",3,1
"16060","advised",3,3
"16065","bold",3,3
"16076","atlassian",3,1
"16087","tours",3,3
"16090","wealthy",3,3
"16105","hindalco",3,1
"16129","springboard",3,3
"16174","jiangsu",3,1
"16180","shaker",3,1
"16193","jacques",3,2
"16194","lemans",3,2
"16214","basing",3,3
"16242","defaulted",3,2
"16246","fccbs",3,1
"16248","inr",3,1
"16265","versatile",3,3
"16267","lisrel",3,3
"16285","analogous",3,2
"16337","nomological",3,3
"16346","provoking",3,3
"16349","nems",3,1
"16368","quack",3,1
"16371","detached",3,1
"16377","joins",3,3
"16386","pmi",3,2
"16389","merrill",3,3
"16422","lcs",3,1
"16424","diaries",3,1
"16439","photoessays",3,1
"16482","dominating",3,3
"16483","capitalize",3,3
"16508","vivas",3,1
"16579","merchants",3,1
"16591","kano",3,1
"16668","dcf",3,1
"16680","forecasted",3,3
"16688","perpetuity",3,3
"16690","estimator",3,1
"16694","procter",3,2
"16700","theorems",3,2
"16704","cfos",3,2
"16722","cbot",3,1
"16734","spray",3,1
"16796","maturities",3,2
"16797","strips",3,2
"16812","discontinuing",3,3
"16818","mastered",3,3
"16823","rework",3,2
"16837","lattices",3,1
"16854","microstructure",3,2
"16864","paa",3,1
"16894","zcb",3,1
"16903","northwest",3,1
"16956","fim",3,1
"16973","eso",3,1
"16975","vesting",3,2
"16977","stockholders",3,2
"17026","baii",3,2
"17046","insiders",3,1
"17061","clts",3,1
"17075","smip",3,1
"17076","financenow",3,1
"17110","dre",3,1
"17130","payer",3,2
"17133","avf",3,1
"17142","etfs",3,1
"17165","ibf",3,1
"17178","sleep",3,1
"17187","alfa",3,1
"17232","desktop",3,3
"17241","addicted",3,1
"17249","virtua",3,1
"17264","matches",3,3
"17281","sad",3,2
"17286","adaption",3,1
"17301","localized",3,3
"17309","encryption",3,2
"17321","spt",3,1
"17342","installing",3,2
"17343","troubleshooting",3,2
"17344","depalma",3,1
"17383","echeck",3,1
"17399","malware",3,1
"17426","erd",3,2
"17432","flowc",3,1
"17460","milavitsa",3,1
"17464","mysap",3,3
"17500","opted",3,2
"17512","pcs",3,2
"17523","syntax",3,3
"17532","hermes",3,1
"17586","dfd",3,2
"17596","dictionary",3,3
"17644","teleconferenced",3,1
"17673","ftf",3,1
"17690","cbjava",3,1
"17695","bpr",3,1
"17711","intex",3,1
"17742","scrambles",3,1
"17751","gomc",3,1
"17759","sns",3,1
"17767","subnetting",3,1
"17780","metaframe",3,1
"17781","worldpharma",3,1
"17803","fastfit",3,1
"17831","pipes",3,1
"17843","distractive",3,1
"17861","lan",3,1
"17864","globeport",3,1
"17874","openerp",3,1
"17893","universality",3,1
"17900","procyon",3,1
"17905","jad",3,1
"17908","nagp",3,1
"17951","aods",3,2
"17967","lms",3,1
"17972","sakila",3,1
"18000","bpm",3,1
"18006","pic",3,1
"18037","erpsim",3,1
"60","val",2,1
"134","restoration",2,1
"215","morals",2,2
"257","frep",2,1
"312","revisits",2,2
"352","fraudster",2,2
"414","floating",2,2
"420","sovereign",2,2
"448","covenants",2,2
"585","tenth",2,2
"677","damages",2,2
"679","penalty",2,2
"680","defendant",2,2
"682","violating",2,2
"718","canned",2,2
"719","putnam",2,2
"720","jacobs",2,2
"727","confirmations",2,2
"767","embezzled",2,2
"779","hide",2,2
"791","undetected",2,2
"875","perpetrators",2,1
"895","convicted",2,2
"962","adviser",2,2
"965","recordkeeping",2,1
"966","custody",2,1
"1011","registrant",2,2
"1033","fairer",2,2
"1145","operative",2,2
"1152","subtopic",2,1
"1224","patricia",2,2
"1255","relegate",2,2
"1260","holy",2,1
"1274","unwieldy",2,2
"1278","faithful",2,2
"1307","brewery",2,2
"1311","meal",2,2
"1312","patrons",2,2
"1346","diamonds",2,2
"1409","ernst",2,2
"1413","testimony",2,2
"1418","egregious",2,2
"1501","sociocultural",2,2
"1505","lave",2,2
"1578","receptivity",2,2
"1586","versa",2,2
"1624","computations",2,2
"1642","labeled",2,2
"1645","bars",2,2
"1663","receipts",2,2
"1682","fears",2,2
"1690","cultivates",2,2
"1698","encoding",2,2
"1707","dreyfus",2,1
"1718","shortfalls",2,2
"1731","intrigue",2,2
"1737","corrupt",2,2
"1745","suggestive",2,2
"1754","propriety",2,2
"1803","manipulating",2,2
"1831","gramling",2,2
"1832","rosman",2,2
"1841","refocus",2,2
"1845","concerted",2,2
"1850","nonnative",2,1
"1855","hal",2,1
"1892","zimmerman",2,2
"1937","supreme",2,2
"1944","whistleblowers",2,2
"1953","selections",2,2
"1993","those",2,1
"2041","transitioned",2,1
"2058","iasc",2,2
"2071","dared",2,2
"2104","smoother",2,2
"2165","misdeeds",2,2
"2188","reclassify",2,1
"2259","fashioned",2,2
"2276","copies",2,2
"2277","contacting",2,2
"2299","boutique",2,2
"2305","agi",2,1
"2307","issuance",2,2
"2342","modernize",2,2
"2345","snowboard",2,1
"2353","pearson",2,2
"2367","aviation",2,2
"2372","deceptive",2,2
"2396","additions",2,2
"2405","newsletter",2,2
"2441","rehabilitate",2,1
"2480","davidson",2,2
"2485","misfit",2,1
"2567","informationally",2,2
"2616","repositories",2,2
"2620","authorization",2,2
"2629","penalizing",2,2
"2630","postponing",2,2
"2644","breakage",2,1
"2651","redemption",2,2
"2666","drafts",2,2
"2705","fordham",2,1
"2706","hayes",2,1
"2726","disorder",2,1
"2781","complaining",2,2
"2813","intervening",2,2
"2821","suitably",2,2
"2848","warrant",2,2
"2856","collateral",2,2
"2905","francis",2,2
"2914","villanova",2,2
"2979","tractable",2,2
"3008","pivot",2,2
"3015","bpd",2,2
"3017","payable",2,2
"3027","bpds",2,2
"3036","retiring",2,2
"3038","brightest",2,2
"3106","filtering",2,2
"3112","preponderance",2,2
"3149","imperfections",2,2
"3171","marshall",2,2
"3178","cast",2,2
"3181","rehearsing",2,2
"3199","aha",2,2
"3212","condensed",2,2
"3256","compensated",2,2
"3257","gate",2,2
"3277","surround",2,2
"3286","diversion",2,2
"3339","chapel",2,2
"3359","firing",2,2
"3376","projected",2,2
"3392","cfef",2,1
"3425","deliverable",2,2
"3457","pursuant",2,2
"3471","memorandum",2,2
"3479","reconstruction",2,2
"3491","submits",2,2
"3499","concurring",2,2
"3512","brian",2,1
"3524","believing",2,2
"3534","counting",2,2
"3543","jurisdictional",2,2
"3561","tanzania",2,2
"3562","auxiliary",2,2
"3565","michinov",2,1
"3581","deterred",2,2
"3582","payoff",2,2
"3624","adrian",2,1
"3627","organizes",2,2
"3639","deliberated",2,2
"3658","stricter",2,2
"3728","associating",2,2
"3734","dragon",2,2
"3744","wholesaler",2,2
"3745","blazer",2,2
"3752","manuals",2,2
"3767","hinders",2,2
"3772","rte",2,1
"3776","unsurprisingly",2,2
"3795","register",2,2
"3807","metadata",2,1
"3809","markup",2,2
"3856","dating",2,2
"3863","assurances",2,2
"3871","churning",2,1
"3872","scam",2,1
"3886","inflows",2,2
"3900","dealerships",2,2
"3918","understands",2,2
"3920","pave",2,2
"3950","debts",2,2
"3957","cch",2,1
"3958","dutch",2,2
"3959","wolters",2,1
"3960","kluwer",2,1
"3973","sob",2,1
"3979","lemon",2,2
"3986","copyrights",2,2
"4000","mistake",2,2
"4019","introductions",2,2
"4035","calderon",2,2
"4044","wrongdoing",2,2
"4050","coincide",2,2
"4057","cma",2,2
"4088","conservatism",2,2
"4089","inaccuracy",2,1
"4091","pessimism",2,2
"4096","misalignment",2,2
"4105","generality",2,2
"4108","adjusts",2,2
"4130","holloway",2,1
"4133","collects",2,2
"4147","furnished",2,2
"4161","ancova",2,2
"4171","exchanged",2,2
"4195","rebele",2,2
"4200","retest",2,1
"4205","administrations",2,2
"4211","monotonically",2,1
"4216","unethically",2,2
"4218","unobtrusive",2,2
"4226","courts",2,2
"4235","gilbert",2,2
"4245","mckinsey",2,2
"4300","methodist",2,2
"4301","alleging",2,2
"4338","mimic",2,2
"4342","baywatch",2,1
"4356","festival",2,2
"4362","flowers",2,2
"4363","specializes",2,2
"4376","station",2,2
"4383","consulted",2,2
"4401","picking",2,2
"4402","vector",2,2
"4418","annoy",2,2
"4426","computed",2,2
"4435","nos",2,2
"4442","shortfall",2,2
"4465","redundancy",2,2
"4489","comptronix",2,1
"4496","allegedly",2,2
"4500","microeconomies",2,1
"4501","microeconomy",2,1
"4507","bedford",2,2
"4520","prominently",2,2
"4525","aggressively",2,2
"4527","haulers",2,1
"4528","recycling",2,2
"4541","alfred",2,2
"4542","completes",2,2
"4563","sprint",2,2
"4630","outweigh",2,2
"4632","incurring",2,2
"4635","arya",2,2
"4637","lighting",2,1
"4645","quantum",2,2
"4657","reacquisition",2,1
"4666","expensing",2,2
"4667","apparel",2,2
"4668","malfeasance",2,2
"4683","constancy",2,2
"4687","earliest",2,2
"4697","oblique",2,2
"4702","fars",2,1
"4734","opponents",2,2
"4769","rejecting",2,2
"4783","echoed",2,2
"4796","conformity",2,2
"4799","normalize",2,2
"4814","accused",2,2
"4826","henscheid",2,2
"4833","sidestepping",2,2
"4834","perpetuate",2,2
"4856","tas",2,1
"4860","boosted",2,2
"4868","hollow",2,2
